Date,Close,Forecast_Price,Forecast_Price_Shifted,Close_Shifted,Expected_Move,Signal,Return,StrategyReturn,CumMarketReturn,CumStrategyReturn
2023-08-18,105.45,104.3011579276357,,,,0,,0.0,,1.0
2023-08-21,108.22,105.30493071628085,104.3011579276357,105.45,-1.1488420723643031,0,0.026268373636794573,0.0,1.0262683736367946,1.0
2023-08-22,105.66,108.0578485059868,105.30493071628085,108.22,-2.9150692837191485,0,-0.023655516540380672,-0.0,1.0019914651493598,1.0
2023-08-23,109.43,105.5138496312587,108.0578485059868,105.66,2.3978485059868007,0,0.03568048457315931,0.0,1.037743006164059,1.0
2023-08-24,101.8,109.27790474432435,105.5138496312587,109.43,-3.916150368741313,0,-0.06972493831673221,-0.0,0.9653864390706497,1.0
2023-08-25,102.25,101.67795051626246,109.27790474432435,101.8,7.4779047443243485,1,0.004420432220039405,0.0,0.9696538643907067,1.0
2023-08-28,102.61,102.1251444574084,101.67795051626246,102.25,-0.572049483737544,0,0.003520782396088107,0.003520782396088107,0.9730678046467522,1.003520782396088
2023-08-29,105.92,102.48294647887646,102.1251444574084,102.61,-0.48485554259160324,0,0.032258064516129004,0.0,1.0044570886676152,1.003520782396088
2023-08-30,106.59,105.77181634414524,102.48294647887646,105.92,-3.437053521123545,0,0.006325528700906302,0.0,1.010810810810811,1.003520782396088
2023-08-31,105.72,106.4377180437122,105.77181634414524,106.59,-0.8181836558547673,0,-0.008162116521249652,-0.0,1.0025604551920342,1.003520782396088
2023-09-01,109.45,105.57353822614776,106.4377180437122,105.72,0.7177180437121962,0,0.03528187665531601,0.0,1.0379326695116171,1.003520782396088
2023-09-05,110.78,109.29772949848441,105.57353822614776,109.45,-3.8764617738522418,0,0.012151667428049295,0.0,1.0505452821242296,1.003520782396088
2023-09-06,109.28,110.61895757749181,109.29772949848441,110.78,-1.4822705015155861,0,-0.013540350243726351,-0.0,1.0363205310573733,1.003520782396088
2023-09-07,106.59,109.12947144538552,110.61895757749181,109.28,1.3389575774918114,0,-0.024615666178623652,-0.0,1.010810810810811,1.003520782396088
2023-09-08,106.09,106.43850181739266,109.12947144538552,106.59,2.539471445385516,0,-0.0046908715639365495,-0.0,1.0060692271218588,1.003520782396088
2023-09-11,105.32,105.94201093656078,106.43850181739266,106.09,0.34850181739265906,0,-0.007257988500329993,-0.0,0.9987671882408724,1.003520782396088
2023-09-12,105.31,105.17623322816591,105.94201093656078,105.32,0.622010936560784,0,-9.494872768700535e-05,-0.0,0.9986723565670934,1.003520782396088
2023-09-13,107.71,105.16652957186963,105.17623322816591,105.31,-0.13376677183408958,0,0.02278985851296156,0.0,1.0214319582740634,1.003520782396088
2023-09-14,106.63,107.55220738755837,105.16652957186963,107.71,-2.5434704281303624,0,-0.010026924148175631,-0.0,1.011190137505927,1.003520782396088
2023-09-15,101.49,106.47934087542976,107.55220738755837,106.63,0.9222073875583732,0,-0.048204070149113765,-0.0,0.9624466571834992,1.003520782396088
2023-09-18,102.37,101.37251557600666,106.47934087542976,101.49,4.989340875429761,0,0.00867080500541939,0.0,0.970791844476055,1.003520782396088
2023-09-19,101.61,102.24681806301383,101.37251557600666,102.37,-0.9974844239933418,0,-0.007424050014652739,-0.0,0.9635846372688478,1.003520782396088
2023-09-20,100.34,101.49200243867931,102.24681806301383,101.61,0.636818063013834,0,-0.012498769806121413,-0.0,0.9515410146989095,1.003520782396088
2023-09-21,96.11,100.23062865525748,101.49200243867931,100.34,1.152002438679304,0,-0.04215666733107437,-0.0,0.9114272166903746,1.003520782396088
2023-09-22,96.2,96.02961660956682,100.23062865525748,96.11,4.120628655257477,0,0.0009364270107168338,0.0,0.9122807017543859,1.003520782396088
2023-09-25,97.38,96.1190767732056,96.02961660956682,96.2,-0.1703833904331873,0,0.012266112266112295,0.0,0.9234708392603129,1.003520782396088
2023-09-26,95.96,97.29096569972927,96.1190767732056,97.38,-1.2609232267943895,0,-0.014582049702197564,-0.0,0.9100047415836889,1.003520782396088
2023-09-27,98.07,95.88091517822976,97.29096569972927,95.96,1.3309656997292763,0,0.021988328470195828,0.0,0.9300142247510668,1.003520782396088
2023-09-28,102.76,97.97633569911162,95.88091517822976,98.07,-2.189084821770237,0,0.047822983583154954,0.0,0.9744902797534376,1.003520782396088
2023-09-29,102.82,102.63450371920334,97.97633569911162,102.76,-4.78366430088839,0,0.0005838847800698765,0.0,0.9750592697961117,1.003520782396088
2023-10-02,103.27,102.69426885017552,102.63450371920334,102.82,-0.1854962807966558,0,0.004376580431822541,0.0,0.9793266951161685,1.003520782396088
2023-10-03,100.08,103.1414644693826,102.69426885017552,103.27,-0.5757311498244775,0,-0.030889900261450554,-0.0,0.9490753911806541,1.003520782396088
2023-10-04,104.07,99.97283752503544,103.1414644693826,100.08,3.0614644693825994,0,0.03986810551558739,0.0,0.9869132290184918,1.003520782396088
2023-10-05,102.91,103.93615573826392,99.97283752503544,104.07,-4.0971624749645486,0,-0.011146343807052927,-0.0,0.9759127548601229,1.003520782396088
2023-10-06,107.24,102.78394019972123,103.93615573826392,102.91,1.026155738263924,0,0.0420756000388689,0.0,1.016974869606448,1.003520782396088
2023-10-09,106.97,107.0851051694447,102.78394019972123,107.24,-4.456059800278766,0,-0.0025177172696754235,-0.0,1.014414414414414,1.003520782396088
2023-10-10,109.01,106.81759920191718,107.0851051694447,106.97,0.11510516944470339,0,0.019070767504907993,0.0,1.0337600758653387,1.003520782396088
2023-10-11,108.31,108.86319403614709,106.81759920191718,109.01,-2.1924007980828293,0,-0.006421429226676434,-0.0,1.0271218587008057,1.003520782396088
2023-10-12,108.79,108.16837783094655,108.86319403614709,108.31,0.5531940361470902,0,0.0044317237558859635,0.0,1.0316737790422,1.003520782396088
